order,name,altName,cer,lat,lon,writ,type,countr,ha,bibl
272,Dēru,"Dēru, Dēr, Der, Dîr, Bīt-Dērāja (?), Bīt-Dērāia (?), Beth Daraya (?), Tell ʿAgar, Tall ‘Aqār, Tell Aqar, Tall al-ʿAqar, تل عقار, Badra, بدرة",1,33.12349225590192,45.93197073930094,"BÀD.KI, 𒂦𒆠, BÀD.AN.KI, 𒂦𒀭𒆠, de-e-ri, 𒁲𒂊𒊑, de-ri, 𒁲𒊑, KUR.de-e-ri, 𒆳𒁲𒂊𒊑, URU.BÀD, 𒌷𒂦, URU.BÀD.AN.KI, 𒌷𒂦𒀭𒆠, URU.de-e-ri, 𒌷𒁲𒂊𒊑, URU.de-eʾ-ri, 𒌷𒁲𒀪𒊑, URU.de-ri, 𒌷𒁲𒊑, URU.de-ru, 𒌷𒁲𒊒","prov. capital, city, province","Dēru province, Iraq",11 A3,"Helsinki Atlas: 8 (map 11 A3), Bagg RGTC 7 2/1: 138–140, Parpola Toponyms: 100–101(Dēr), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Der (Tell Aqar)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Der/Tall ‘Aqār</a>, <a href='https://pleiades.stoa.org/places/903013' target='_blank'>Pleiades: Deru/Beth Daraya/Badra</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Der</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Der</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Deri)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Deri)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Deru)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Deru)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Deru [DER])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Deru [DER])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Deru [DER])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Deru [DER])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Deraya [FROM DER])</a>"
1104,Dūr-Abī-Jataʾ,"Dūr-Abī-Jataʾ, Dūr-Abī-Yataʾ, Dūr-Abī-Iataʾ, Dūr-Abī-Jateʾ, Dūr-Abī-Iateʾ, Dūr-Abijataʾ",–,–,–,"URU.BÀD-<sup>m</sup>a-bi-ia-ta-aʾ, 𒌷𒂦𒁹𒀀𒁉𒅀𒋫𒀪",fortified city,"Bīt-Dakkūri, Iraq",–,Bagg RGTC 7 3/1: 184
288,Dūr-Abīḫāra,"Dūr-Abīḫāra, Dur-Abiḫara, Dūr-Abi-ḫāra, Dur-Abi-ḫara, Dūr-ša-Abi-ḫāru, Dūr-Atḫara, Dur-Athara, Dūr-Nabû, Dur-Nabû, Dūr-Nabium, Šaiḫ Yaʿqūb al-Yūsuf, Šaiḫ Yaʾqūb al-Yūsuf, Shaykh Ya‘qūb al Yūsuf, شيخ يعقوب اليوسف, Tschehariz, Seboʾa Tscherib",4,32.75,46.25,"URU.BÀD-<sup>m</sup>AD-ḫa-ra, 𒌷𒂦𒁹𒀜𒄩𒊏, URU.BÀD-<sup>m</sup>AD-ḫa-ri, 𒌷𒂦𒁹𒀜𒄩𒊑, BÀD-šá-<sup>m</sup>AD-ḫa-ru, 𒂦𒃻𒁹𒀜𒄩𒊒, URU.BÀD-<sup>d</sup>AG, 𒌷𒂦𒀭𒀝","town, prov. capital","Babylonia, Gambūlu, Iraq",11 B4,"Helsinki Atlas: 8 (map 11 B4), Bagg RGTC 7 3/1: 183 (Dūr-Abi-ḫāra), Bagg RGTC 7 3/1: 193 (Dūr-Nabû (2)), <a href='https://www.geonames.org/90905/shaykh-ya-qub-al-yusuf.html' target='_blank'>Geonames: Shaykh Ya‘qūb al Yūsuf</a>"
1103,Dūr-Adad-nērārī,"Dūr-Adad-nērārī, Dūr-Adad-nārārī, Tall Fidēn (?), Tell Fidēn (?), Tell Fiden (?), الفيدن (?)",–,35.3633,40.5629,"URU.BÀD-<sup>m</sup>10-ERÍN-TÁḪ, URU.BÀD-<sup>m</sup>10-ERIM-TÁḪ, 𒌷𒂦𒁹𒌋𒂟𒃮",town,"Lāqê, Syria",–,"Bagg RGTC 7 2/1: 147, <a href='https://books.openedition.org/cdf/4513' target='_blank'>MTT I/3: Tall Fiden (aB Bīt-Kapan)</a>"
1105,Dūr-Addu,"Dūr-Addu, Dūr-Adad, Dur-Addu, Dur-Adad",–,–,–,"URU.BÀD-ad-du, 𒌷𒂦𒀜𒁺",town,"Babylonia (?), Iraq (?)",–,Bagg RGTC 7 3/1: 184 (Dūr-Addu ??)
289,Dūr-Aššur,"Dūr-Aššur, Dūr-Aššūr, Dur-Aššur, Atlila, Yasim Tepe (?), Tepe Yāsīn (?), Yasin Teppe (?), Bakr Āwā (?), Bakr Awa (?), قرية بكراوه, بکراوه, بەکراوە",4,35.22150098124557,45.94018329849395,"URU.at-li-la, 𒌷𒀜𒇷𒆷, URU.BÀD-aš-šur, 𒌷𒂦𒀸𒋩","prov. capital, city","Māzamua, Iraq, Kurdistan",11 A1,"Bagg RGTC 7 3/1: 74–75 (Atlila), Bagg RGTC 7 3/1: 186 (Dūr-Aššūr 2), Helsinki Atlas: 8 (map 11 A1), Parpola Toponyms: 55 (Atlila), Parpola Toponyms: 108 (Dūr-Aššūr), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Dur-Aššur? (Bakr Awa)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Bakr Āwā</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Aššur)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Aššur)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Aššur)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Dur-Aššur)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Atlila)</a>"
291,Dūr-Aššur-ketti-lēšir,"Dūr-Aššūr-ketti-lēṣir, Dūr-Aššur-ketti-lēṣir, Dur-Aššur-ketti-lešer, Dūr-Aššur-ketti-lēšir, Dūr-Aššur-ketti-lēšer, Dūr-Aššur-ketta-lēšir, Tell Bdēri, Tall Bdēri, Tell Bderi, Tall Budayrī",1,36.38755279815428,40.8136865551638,–,town,–,3 D4,"Helsinki Atlas: 8 (map 3 D4), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Dur-Aššur-ketti-lešer (Tell Bderi)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Dur-Aššur-ketti-lešer/Tall Budayrī, <a href='https://books.openedition.org/cdf/4439' target='_blank'>MTT I/2: Dūr-Aššur-ketta-lēšir/Tall Bdēri (HIGEOMES Nr. 30)</a>"
290,Dūr-Aššūr,"Dūr-Aššūr, Dūr-Aššur, Dur-Aššur",–,–,–,"URU.BÀD-aš-šur, 𒌷𒂦𒀸𒋩",town,"Ǧazīra, Iraq",–,Bagg RGTC 7 2/1: 148 (Dūr-Aššur 1)
293,Dūr-Balāṭi,"Dūr-Balāṭi, Dūr-balāṭi, Dur-Balaṭi, Dur-balaṭi, Uḥēmir (?), Nîšân Al-Uḥejmer (?)",4,33.2782,43.80364,"URU.BÀD-TI.LA, 𒌷𒂦𒋾𒆷",town,"Babylonia, Iraq",10 C3,"Helsinki Atlas: 8 (map 10 C3; 33° 15' N, 43° 50' E; without giving the modern name of the locality), Bagg RGTC 7 3/1: 186 (Dūr-balāṭi 2), Parpola Toponyms: 109, Musil (1927): <i>The Middle Euphrates: A Topographical Itinerary</i>: 202, <a href='https://courses.washington.edu/otap/svoboda/public/musil/musil_na_map/musil_na_map.html' target='_blank'>Musil (1926): map of Northern Arabia: Al-Uḥejmer (f19)</a>, <a href='https://pleiades.stoa.org/places/894028/tall-al-uhemir' target='_blank'>Pleiades: Tall al-Uḥēmir</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Balaṭi)</a>"
294,Dūr-Balīḫāia,"Dūr-Balīḫāia, Dūr-Balīḫāja, Dūr-Baliḫāya, Dūr-Bilīḫi, Dūr-Bilīḫāja, Dur-Bilihai, Dur-Balihayu, Dur-Balihaya, Dūr-ša-Balīḫāja, Dur-ša-Balihaya, Dūr-Illatāja",4 (approximate location),32.33101,45.60197,"BÀD-šá-<sup>md</sup>KASKAL.KUR-a-a, 𒂦𒃻𒁹𒀭𒆜𒆳𒀀𒀀, URU.BÀD-bi-li-ḫa-a-a, 𒌷𒂦𒁉𒇷𒄩𒀀𒀀, URU.BÀD-KASKAL.KUR-a-a, 𒌷𒂦𒆜𒆳𒀀𒀀, URU.BÀD-<sup>d</sup>KASKAL.KUR-a-a, 𒌷𒂦𒀭𒆜𒆳𒀀𒀀, URU.BÀD-šá-<sup>md</sup>KASKAL.KUR-a-a, 𒌷𒂦𒃻𒁹𒀭𒆜𒆳𒀀𒀀",city,"Bīt-Saʾalli, Southern Babylonia, Iraq",11 A4,"Helsinki Atlas: 8 (map 11 A4), Bagg RGTC 7 3/1: 187, Parpola Toponyms: 109 (Dūr-Bilīḫi) 110 (Dūr-Illatāja), <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Dur-Balihaya</a>"
296,Dūr-Bēl-ilāʾī,"Dūr-Bēl-ilāʾī, Dur-Bel-ilaʾi, Dūr-Bēl-ilāja, Inǧāna (near), Injānah, Injana, انجانة",–,34.47541,44.62882,"URU.BÀD-EN-DINGIR-a-a, 𒌷𒂦𒂗𒀭𒀀𒀀, URU.BÀD-<sup>m</sup>EN-DINGIR-a-a, 𒌷𒂦𒁹𒂗𒀭𒀀𒀀",town,"Laḫīru (?), Iraq",–,"Bagg RGTC 7 2/1: 150, Parpola Toponyms: 109, <a href='https://www.geonames.org/95452/injanah.html' target='_blank'>Geonames: Injānah</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Dur-Bel-ilaʾi</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Bel-ilaʾi)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Bel-ilaʾi)</a>"
295,Dūr-Bēl-Ḫarrān-bēlī-uṣur,"Dūr-Bēl-Ḫarrān-bēlī-uṣur, Dūr-Bēl-Ḫarrān-bēlu-uṣur, Dūr-Bēl-Harrān-bēlu-uṣur, Dur-Bel-Harran-belu-uṣur, Dur-Bel-Harran-beli-usur, Tall ʿAbṭa, Tell ʿAbṭa, Tell Abtah, تل عبطة, Tall al Abţakh, Tall al Abţaḩ, تل الابطخ",1,36.214524,42.162221,"URU.BÀD-<sup>m</sup>EN-KASKAL-UMUN-PAP, URU.BÀD-<sup>m</sup>EN-KASKAL-U-PAP, 𒌷𒂦𒁹𒂗𒆜𒌋𒉽",town,"Province of nāgir ekalli (?), Iraq",4 B6,"Bagg RGTC 7 2/1: 150, Helsinki Atlas: 8 (map 4 B6), Parpola Toponyms: 109 (Dūr-Bēl-Ḫarrān-bēlu-uṣur), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell Abtah)</a>, <a href='https://pleiades.stoa.org/places/111343632' target='_blank'>Pleiades: Dur-Bel-Harran-belu-uṣur</a>, <a href='https://www.geonames.org/6786759/tall-al-abtakh.html' target='_blank'>Geonames: Tall al Abţakh</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Bel-Harran-beli-usur)</a>"
297,Dūr-Iakīn,"Dūr-Iakīn, Dur-Iakin, Dūr-Jakīn, Dur-Jakin, Dur-Yakin, Tall Abū Ṣālabīkh, Tall Abū Salābīḫ, Tell Abu Salabikh, تل أبو صلابيخ, Tall Abū Şabīḩ, Tall Abu Sabih, تل ابو صبيح, Aginis (?), Ampē (?), Durine (?), Duragine (?), Tell el-Lahm (?), Tell al-Lahm (?), تل اللحم",4,30.7546,47.1341,"URU.BÀD-ia-ki-ni, 𒌷𒂦𒅀𒆠𒉌, URU.BÀD-ia-kin₇, URU.BÀD-ia-GIN, 𒌷𒂦𒅀𒁺, URU.BÀD-ša-<sup>m</sup>ia-kin₇, URU.BÀD-ša-<sup>m</sup>ia-GIN, 𒌷𒂦𒊭𒁹𒅀𒁺, URU.BÀD-<sup>m</sup>ia-ki-na, 𒌷𒂦𒁹𒅀𒆠𒈾, URU.BÀD-<sup>m</sup>ia-ki-ni, 𒌷𒂦𒁹𒅀𒆠𒉌, URU.BÀD-<sup>m</sup>ia-ki-in-ni, 𒌷𒂦𒁹𒅀𒆠𒅔𒉌, BÀD-šá-É-<sup>m</sup>ia-ki-ni, 𒂦𒃻𒂍𒁹𒅀𒆠𒉌, BÀD-šá-<sup>m</sup>ia-ki-na, 𒂦𒃻𒁹𒅀𒆠𒈾, BÀD-šá-<sup>m</sup>ia-ki-nu, 𒂦𒃻𒁹𒅀𒆠𒉡, URU.BÀD-ia-ki-na-a-a, 𒌷𒂦𒅀𒆠𒈾𒀀𒀀","capital, city","Babylonia, Bīt-Iakīn, Iraq",16 C2,"Bagg RGTC 7 3/1: 189–190 (Dūr-Jākīn), Helsinki Atlas: 8 (map 16 C2), Parpola Toponyms: 110–111 (Dūr-Jākīn), Roux (1960): <i>Recently discovered ancient sites in the Hammar Lake district (Southern Iraq)</i>. Sumer 16: 24–27 and 31 (map). <a href='https://hdl.handle.net/10079/digcoll/2846327' target='_blank'>https://hdl.handle.net/10079/digcoll/2846327</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall Abū Ṣālabīkh</a>, <a href='https://www.geonames.org/6763772/tall-abu-sabih.html' target='_blank'>Geonames: Tall Abū Şabīḩ</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Dur-Jakin (Tell Abu Salabikh)</a>, <a href='https://pleiades.stoa.org/places/912953' target='_blank'>Pleiades: Tell al-Lahm</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Dur-Yakin</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Yakin [1])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Dur-Yakin [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Yakin [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Yakin [1])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic Names (Dur-Yakinaya [Dur-Yakinite])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic Names (Dur-Yakinaya [of Dur-Yakin])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic Names (Dur-Yakinaya [of Dur-Yakin])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Duru-ša-Yakin [1])</a>"
298,Dūr-Illil,"Dūr-Illil, Dūr-Enlil",–,–,–,–,fortress,"Assyria, border with Mannāja",–,–
299,Dūr-Katlimmu,"Dūr-Katlimmu, Dūr-katlimmu, Dur-Katlimmu, Dūr-Katlimu, Dūr-duklimmu, Dūr-aduklimmu, Dūr-adūklimmu, Dūr-Igitlim, Magdala, Tell Šēḫ Ḥamad, Tall Šēḫ Ḥamad, Tell Sheikh Hamad, Tall al-Šaiykh Hamad, Tall Shekh Hamad, Tall Sheikh Hamad, Tall Schech Hamad, Tall Šaiḫ Ḥamad, تل شيخ حمد, تل الشيخ حمد",1,35.64564240802861,40.74325453402346,"URU.BÀD-kat-lim-mu, 𒌷𒂦𒃰𒅆𒈬, URU.BÀD-kat-li-me, 𒌷𒂦𒃰𒇷𒈨, URU.BÀD-a-du-ku-1-lim, 𒌷𒂦𒀀𒁺𒆪𒁹𒅆, URU.BÀD-a-duk-1-lim, 𒌷𒂦𒀀𒂁𒁹𒅆, URU.BÀD-duk-1-lim, 𒌷𒂦𒂁𒁹𒅆, URU.BÀD-a-duk-<sup>d</sup>LIM, 𒌷𒂦𒀀𒂁𒀭𒅆, URU.BÀD-kat-li-mu, 𒌷𒂦𒃰𒇷𒈬","capital, city","Lāqê, Syria",9 C1,"Bagg RGTC 7 1: 152–153, Helsinki Atlas: 8 (map 9 C1), <a href='https://refubium.fu-berlin.de/handle/fub188/39861' target='_blank'>Berichte der Ausgrabung Tall Šēḫ Ḥamad / Dūr-Katlimmu (BATSH)</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Dur-Katlimmu / Magdala (Tell Sheikh Hamad)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Dur-Katlimmu</a>, <a href='https://pleiades.stoa.org/places/893991' target='_blank'>Pleiades: [Dur-Katlimmu]/Magdalu</a>, <a href='https://books.openedition.org/cdf/4487' target='_blank'>MTT I/3: Tall Sheikh Hamad (HIGEOMES Nr. 112)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Katlimmu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Katlimmu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Katlimmu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-katlimmu)</a>"
300,Dūr-Kurigalzu,"Dūr-Kurigalzu, Dur-Kurigalzu, Dūr-Kurigalzi, Dur-Kurigalzi, Dur-kurigalzu, Dūr-Galzu, Dur-Galzu, Dur-galzu, Tall ‘Aqarqūf, تل عقرقوف, Tall ‘Akarkūf, تل عكركوف, ʿAgar Qūf, ʿAqarqūf, Aqar Quf",1,33.3537003826707,44.2022487605706,"BÀD-ku-ri-gal-zi, 𒂦𒆪𒊑𒃲𒍣, BÀD-<sup>m</sup>ku-ri-gal-zi, 𒂦𒁹𒆪𒊑𒃲𒍣, URU.BÀD-gal-zi, 𒌷𒂦𒃲𒍣, URU.BÀD-ku-ri-gal-zi, 𒌷𒂦𒆪𒊑𒃲𒍣, URU.BÀD-ku-ri-gal-zu, 𒌷𒂦𒆪𒊑𒃲𒍪, URU.BÀD-<sup>m</sup>ku-ri-gal-zu, 𒌷𒂦𒁹𒆪𒊑𒃲𒍪, URU.ku-ri-gal-zi, 𒌷𒆪𒊑𒃲𒍣, URU.PAD-kìr-ri-gal-zi, 𒌷𒉻𒊑𒃲𒍣, URU.PAD-ku-ri-gal-zi, 𒌷𒉻𒆪𒊑𒃲𒍣",city,"Babylonia, Iraq",10 D3,"Bagg RGTC 7 3/1: 190–191, Helsinki Atlas: 8 (map 10 D3), Parpola Toponyms: 111 (Dūr-Kurigalzi), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Dur-Kurigalzu (Aqar Quf)</a>, <a href='https://pleiades.stoa.org/places/893988' target='_blank'>Pleiades: Dur-(Kuri)galzu</a>, <a href='https://www.geonames.org/6647830/tall-akarkuf.html' target='_blank'>Geonames: Tall ‘Akarkūf</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Dur-Kurigalzu</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Dur-Kurigalzu</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Kurigalzu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Kurigalzu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Kurigalzu)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Dur-Kurigalzu)</a>"
301,Dūr-Ladīni,"Dūr-Ladīni, Dur-Ladini, Dur-Ladinni, Dūr-Ladīnu, Dur-Ladinu, Dūru-ša-Ladīni, Duru-ša-Ladini, Tulūl al-Ḥālidīja, Tulūl al-Khāldiyah, Tulul Khalidiya, تلول الخالدية, Tall-Ḫālid, Tell Ḫālid, Tell Khaled",3,32.25034217755633,44.70133474996523,"BÀD-<sup>m</sup>la-di-nu, 𒂦𒁹𒆷𒁲𒉡, BÀD-šá-la-di-ni, 𒂦𒃻𒆷𒁲𒉌, URU.BÀD-la-din, 𒌷𒂦𒆷𒁷, URU.BÀD-la-di-ni, 𒌷𒂦𒆷𒁲𒉌, URU.BÀD-<sup>m</sup>la-di-ni, 𒌷𒂦𒁹𒆷𒁲𒉌, URU.BÀD-<sup>m</sup>la-din-na, 𒌷𒂦𒁹𒆷𒁷𒈾, URU.BÀD-<sup>m</sup>la-din-ni, 𒌷𒂦𒁹𒆷𒁷𒉌","city, fortified city","Babylonia, Bīt-Dakkūri, Iraq",10 D4,"Bagg RGTC 7 3/1: 192, Helsinki Atlas: 8 (map 10 D4), Parpola Toponyms: 111, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tulul Khalidiya)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tulūl al-Khāldiyah</a>, <a href='https://pleiades.stoa.org/places/68449419' target='_blank'>Pleiades: Tulūl al-Khāldiyah</a>, <a href='https://www.google.com/maps/d/u/0/viewer?mid=1XWivnuuHzEfy0BJ6nMOdRbkLojLzahA&ll target='_blank'>Maija Holappa's map</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Dur-Ladini</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Ladini)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Ladini)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Ladini)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Dur-Ladini)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Ladinni)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Ladinni)</a>"
1150,Dūr-Lullumê,"Dūr-Lullumê, Dur-Lullumê, Dūr-Lullumu, Dur-Lullumu, Dūra, Dura, Dūru, Duru, Kelespi, Kalī Sibī, كلي سبي, Kēlasp, Kela Spe, Kēlaspī, Kêle Spî",–,35.5595,45.29556,"URU.BÀD-a-a, 𒌷𒂦𒀀𒀀, URU.BÀD-lu-lu-ma-a-a, 𒌷𒂦𒇻𒇻𒈠𒀀𒀀, URU.BÀD-lu-lu-ma-a-ia, 𒌷𒂦𒇻𒇻𒈠𒀀𒅀, URU.du-ra-a-a, 𒌷𒁺𒊏𒀀𒀀",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 193, Parpola Toponyms: 112, <a href='https://www.geonames.org/94708/kali-sibi.html' target='_blank'>Geonames: Kalī Sibī</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Dur-Lullumayu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Duru)</a>"
1100,Dūr-Marduk,"Dūr-Marduk, Dur-Marduk",–,–,–,"URU.BÀD-<sup>d</sup>AMAR.UTU, 𒌷𒂦𒀭𒀫𒌓",town,"Assyria, Raṣappa province (?), Iraq (?), Syria (?), East Ǧazīra",–,Bagg RGTC 7 2/1: 154
1102,Dūr-Nabû,"Dūr-Nabû, Dūr-Nabium",–,–,–,"URU.BÀD-<sup>d</sup>PA, 𒌷𒂦𒀭𒉺",town,"Balīḫ basin, Ḫarrānu province (?), Province of turtānu (?), Syria (?), Turkey (?)",–,Bagg RGTC 7 2/1: 154 (Dūr-Nabû (1))
302,Dūr-Nanāia,"Dūr-Nanāia, Dūr-Nanâ, Dūr-Nanāja, Beonan, Bethonan",–,–,–,–,town,"Central Assyria, East Ǧazīra",–,RGTC 7 2/1: 154–155
303,Dūr-Papsukkal,"Dūr-Papsukkal, Mandalī",4,33.74939,45.5538,–,city,–,11 A3,Helsinki Atlas: 8 (map 11 A3)
304,Dūr-Samsuiluna,"Dūr-Samsuiluna, Dur-Samsuiluna, Dūr-Samsu-iluna, Dūr Samsuiluna, Khafaja B, Ḫafāǧa, Hafaǧi, خفاجي, Tall Ḫafāǧa",–,33.35095934548329,44.54956019830001,–,city,"Babylonia, Iraq",–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Dur-Samsuiluna (Khafaja B)</a>, <a href='https://pleiades.stoa.org/places/490043590' target='_blank'>Pleiades: Ḫafāǧa</a>"
