appended,state,order,title,altName,cer,lat,lon,writ,type,countr,ha,bibl
2024-01-24-(22-54-28),new,1142,Arzizu,"Arzizu, Arzizi, Rabat Tapah, Rabat Teppe, Rabat Tapeh, Rabat Tepe, ربت تپه, Shahrak-e Rabţ, شهرک ربط",–,36.21275504350251,45.55519144796109,"KUR.ár-zi-zu, 𒆳𒌒𒍣𒍪, URU.ar-zi-zi, 𒌷𒅈𒍣𒍣, URU.ár-zi-zu, 𒌷𒌒𒍣𒍪, ar-zi-za-a-a, 𒅈𒍣𒍝𒀀𒀀, LÚ.ar-zi-za-a-a, 𒇽𒅈𒍣𒍝𒀀𒀀, URU.ar-zi-za-a-a, 𒌷𒅈𒍣𒍝𒀀𒀀, URU.ár-zi-za-a-a, 𒌷𒌒𒍣𒍝𒀀𒀀","city, fortified city","Māzamua, Iran",–,"Bagg RGTC 7 3/1: 71–72, Parpola Toponyms: 38, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Rabat Teppe)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Rabat Tapeh</a>, <a href='https://pleiades.stoa.org/places/418645876' target='_blank'>Pleiades: Rabat Tapah</a>, <a href='https://www.geonames.org/6686484/shahrak-e-rabt.html' target='_blank'>Geonames: Shahrak-e Rabţ</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Arzizu</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Arzizaya [ARZIZEAN])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic (Arzizaya [OF ARZIZU]</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Arzizayu)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Arzizi)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Arzizi)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Arzizu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Arzizu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Arzizu)</a>"
2024-01-25-(16-14-29),new,1143,Gamru,Gamru,–,–,–,"KUR.gam-ru, 𒆳𒃵𒊒",mountain,"Māzamua, Iraq (?), Iran (?)",–,"Bagg RGTC 7 3/1: 224, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Gamru)</a>"
2024-01-25-(16-36-57),new,1144,Edinu,Edinu,–,–,–,"KUR.e-di-nu, 𒆳𒂊𒁲𒉡",mountain,"Māzamua, Iraq (?), Iran (?)",–,"Bagg RGTC 7 3/1: 200, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Edinu)</a>"
2024-01-25-(20-16-49),new,1145,Babitu,"Babitu, Babiti, Babite, Bāziān Dāġ, Jabal Darīndī Bāzyān, جبل دريندي بازيان, Qara Dāġ, Qara Dagh, Qarah Dāgh, Qere Dagh, قره داغ, قەرە داغ, Qeredagh, Qaradāgh, قرداغ, Baranand Dāġ, Baranand Dāgh, Shaxî Beranan, شاخى بەرانان",–,35.65959,44.95659,"KUR.ba-be-te, 𒆳𒁀𒁁𒋼, KUR.ba-bi-te, 𒆳𒁀𒁉𒋼, KUR.ba-bi-ti, 𒆳𒁀𒁉𒋾",mountains,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 90–91 (Babite 2), Parpola Toponyms: 64, <a href='https://www.geonames.org/7350108/jabal-darindi-bazyan.html' target='_blank'>Geonames: Jabal Darīndī Bāzyān</a>, <a href='https://www.geonames.org/92436/qeredagh.html' target='_blank'>Geonames: Qeredagh</a>, <a href='https://www.geonames.org/417096/baranand-dagh.html' target='_blank'>Geonames: Baranand Dāgh</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Babiti</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Babiti)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Babiti)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Babitu)</a>"
2024-01-25-(20-27-31),new,1146,Banbala,Banbala,–,–,–,"URU.ban-ba-la, 𒌷𒉼𒁀𒆷",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 94, Parpola Toponyms: 66, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Banbala)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Banbala)</a>"
2024-01-25-(20-48-16),new,1147,Barzundi,Barzundi,–,–,–,"URU.ba-ar-zu-un-di, 𒌷𒁀𒅈𒍪𒌦𒁲",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 101, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Barzundi)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Barzundi)</a>"
2024-01-25-(21-00-52),new,1148,Napigi,"Napigi, Nappigi",–,–,–,"URU.na-pi-gi, 𒌷𒈾𒉿𒄀",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 427 (Nappigi 2), <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Nappigi)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Nappigi)</a>"
2024-01-25-(22-03-14),new,1149,Birtu-ša-Gurrāja,"Birtu-ša-Gurrāja, Birtu-ša-Gurraja, Birtu-ša-Gurrāia, Birtu-ša-Gurraia, Fortress-of-the-Gurraeans",–,–,–,"URU.ḪAL.ṢU-ša-gur-ra-a-a, 𒌷𒄬𒍮𒊭𒄥𒊏𒀀𒀀",town,"Māzamua, Iraq",–,Bagg RGTC 7 3/1: 110
2024-01-30-(15-39-47),new,1150,Dūr-Lullumê,"Dūr-Lullumê, Dūr-Lullumu, Dūra, Dūru, Kelespi, Kalī Sibī, كلي سبي, Kēlasp, Kela Spe, Kēlaspī, Kêle Spî",–,Māzamua,Iraq,"URU.BÀD-a-a, 𒌷𒂦𒀀𒀀, URU.BÀD-lu-lu-ma-a-a, 𒌷𒂦𒇻𒇻𒈠𒀀𒀀, URU.BÀD-lu-lu-ma-a-ia, 𒌷𒂦𒇻𒇻𒈠𒀀𒅀, URU.du-ra-a-a, 𒌷𒁺𒊏𒀀𒀀",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 193, Parpola Toponyms: 112, <a href='https://www.geonames.org/94708/kali-sibi.html' target='_blank'>Geonames: Kalī Sibī</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Dur-Lullumayu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Duru)</a>"
2024-01-30-(16-21-17),new,1151,Dūr-Tukultī-apil-Ešarra,"Dūr-Tukultī-apil-Ešarra, Dur-Tukulti-apil-Ešarra, Dūr-Tiglath-pileser, Dur-Tiglath-pileser, Fort Tiglath-pileser",–,–,–,"URU.BÀD-<sup>m</sup>tukul-ti-A-é-šár-ra, 𒌷𒂦𒁹𒆪𒋾𒀀𒂍𒊹𒊏",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 196, Parpola Toponyms: 115, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dur-Tukulti-apil-Ešarra [DUR-TIGALTH-PILESER])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Dur-Tukulti-apil-Ešarra [DUR-TIGALTH-PILESER])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Dur-Tukulti-apil-Ešarra)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Dur-Tukulti-apil-Ešarra)</a>"
2024-01-30-(16-38-42),new,1152,Gupni-ša-Bēl-Ḫarrān,"Gupni-ša-Bēl-Ḫarrān, Gupni-ša-Bel-Ḫarran, Gupni-ša-Bel-Harran, Gupnu-ša-Bēl-Ḫarrān, Gupnu-ša-Bel-Harran, Vine-of-Bēl-Ḫarrān",–,–,–,"GIŠ.gu-up-ni-ša-<sup>d</sup>EN-KASKAL, 𒄑𒄖𒌒𒉌𒊭𒀭𒂗𒆜",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 236, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Gupnu-ša-Bel-Harran [VINE-OF-BEL-HARRAN])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Gupnu-ša-Bel-Harran [VINE-OF-BEL-HARRAN])</a>"
2024-01-30-(16-58-08),new,1153,Ḫartiša,"Ḫartiša, Hartiša, Ḫartišu, Hartiša, Ḫartiš, Hartiš",–,–,–,"KUR.ḫar-ti-iš-a-a, 𒆳𒄯𒋾𒅖𒀀𒀀, URU.ḫar-ti-iš-a-a, 𒌷𒄯𒋾𒅖𒀀𒀀","town, country (?)","Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 267, Parpola Toponyms: 155 (Ḫartiš), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Hartišayu)</a>"
2024-01-30-(17-32-40),new,1154,Ḫudun,"Ḫudun, Hudun",–,–,–,"URU.ḫu-du-un, 𒌷𒄷𒁺𒌦, KUR.ḫu-du-na-a-a, 𒆳𒄷𒁺𒈾𒀀𒀀, URU.ḫu-du-na-a-a, 𒌷𒄷𒁺𒈾𒀀𒀀",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 285–286, Parpola Toponyms: 168, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Hudunayu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Hudun)</a>"
2024-01-30-(18-33-58),new,1155,Mesu,"Mesu, Waldana, Walana, Walāna, Walānah, Waldāna, Waldānah, ولانة",–,35.58214,45.54579,"URU.me-su, 𒌷𒈨𒋢",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 410 (Mesu 2), Parpola Toponyms: 247 (Mēsu), <a href='https://www.geonames.org/89732/walanah.html' target='_blank'>Geonames: Walānah</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Mesu)</a>"
2024-01-30-(19-20-55),new,1156,Simaki,"Simaki, Gwezha Dāġ, Silsilat Kuwayzah, سلسلة كويزة, Shax-î Goyje, Sagirma Dāġ (?), Sāgirmah Dāgh (?), شاخى سەگرمە (?)",–,35.51756,45.52794,"KUR.si-ma-ki, 𒆳𒋛𒈠𒆠",mountains,"Māzamua, Iraq",–,"Bagg RGTC 7 3/2: 512, Parpola Toponyms: 310, <a href='https://www.geonames.org/7388822/silsilat-kuwayzah.html' target='_blank'>Geonames: Silsilat Kuwayzah</a>, <a href='https://www.geonames.org/91766/sagirmah-dagh.html' target='_blank'>Geonames: Sāgirmah Dāgh</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Simaki)</a>"
2024-01-30-(21-08-14),new,1157,Aziru,"Aziru, Azmar Dāġ, Silsilat Jibāl Azmar, Azmar Dāgh, Shax-î Ezmeṟ, Girjeh Range, سلسلة جبال ازمر, شاخى ئەزمەڕ",–,35.63017,45.47669,"KUR.a-zi-ra, 𒆳𒀀𒍣𒊏, KUR.a-zi-ru, 𒆳𒀀𒍣𒊒",mountains,"Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 78, Parpola Toponyms: 58, <a href='https://www.geonames.org/98267/silsilat-jibal-azmar.html' target='_blank'>Geonames: Silsilat Jibāl Azmar</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Aziru)</a>"
2024-01-31-(18-02-43),new,1158,Dagara,Dagara,–,–,–,"KUR.da-ga-ra, 𒆳𒁕𒂵𒊏, URU.da-ga-ra, 𒌷𒁕𒂵𒊏","city, country","Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 166, Parpola Toponyms: 96, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Dagara)</a>"
2024-01-31-(18-20-32),new,1159,Mulūgani,"Mulūgani, Mulugani",–,–,–,"URU.mu-lu-ú-ga-ni, 𒌷𒈬𒇻𒌑𒂵𒉌",city,"Māzamua (?), Iraq (?), Iran (?)",–,"Bagg RGTC 7 3/1: 414, Parpola Toponyms: 249, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Mulugani)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Mulugani)</a>"
2024-01-31-(21-23-40),new,1160,Sizini,Sizini,–,–,–,"URU.si-zi-ni, 𒌷𒋛𒍣𒉌",town,"Māzamua, Iraq",–,"Bagg RGTC 7 3/2: 522, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Sizini)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Sizini)</a>"
2024-01-31-(21-43-46),new,1161,Apinunu,Apinunu,–,–,–,"URU.a-pi-nu-nu, 𒌷𒀀𒉿𒉡𒉡, URU.a-pi-nu-na-a-a, 𒌷𒀀𒉿𒉡𒈾𒀀𒀀",town,"Māzamua (?), Iraq (?), Zagros",–,"Bagg RGTC 7 3/1: 45–46, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Apinunu</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic (Apinunaya [OF APINUNU]</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Apinunaya)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Apinunu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Apinunu)</a>"
2024-01-31-(22-03-08),new,1162,Erimziqi,"Erimziqi, Erimziqu, Zabziqi, Zabziqu",–,–,–,"URU.erim-zi-qi, URU.zab-zi-qi, 𒌷𒂟𒍣𒆥, URU.erim-zi-qa-a-a, URU.zab-zi-qa-a-a, 𒌷𒂟𒍣𒋡𒀀𒀀",town,"Māzamua (?), Iraq (?), Zagros",–,"Bagg RGTC 7 3/1: 216–217, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Erimziqu</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic (Erimziqaya [OF ERIMZIQI]</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Erimziqaya)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Erimziqu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Erimziqu)</a>"
2024-02-01-(16-17-48),new,1163,Kibatki,Kibatki,–,–,–,"URU.ki-ba-at-ki, 𒌷𒆠𒁀𒀜𒆠",town,"Māzamua (?), Iraq (?), Iran (?)",–,"Bagg RGTC 7 3/1: 337, Parpola Toponyms: 204, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Kibatki</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Kibatki)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Kibatki)</a>"
2024-02-01-(16-36-58),new,1164,Urku...,Urku...,–,–,–,"URU.ur-ku..., 𒌷𒌨𒆪...",town,"Māzamua (?), Kār-Šarrukīn (?), Iraq (?), Iran (?), Zagros",–,"Bagg RGTC 7 3/2: 606, SAA 15 104"
2024-02-01-(17-10-46),new,1165,Kumesa,Kumesa,–,–,–,"KUR.ku-me-sa-a-a, 𒆳𒆪𒈨𒊓𒀀𒀀",territory,"Māzamua, Iraq (?), Iran (?)",–,"Bagg RGTC 7 3/1: 357, Parpola Toponyms: 214, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (Kumesaya [KUMESAEAN])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>ATAE Glossary: Ethnic (Kumesaya [OF KUMESA]</a>"
2024-02-01-(17-26-06),new,1166,Nurat,Nurat,–,–,–,"KUR.nu-rat, 𒆳𒉡𒋥",territory,"Māzamua, Iraq (?), Iran (?)",–,Bagg RGTC 7 3/1: 442
2024-02-01-(17-46-29),new,1167,Sipirmena,"Sipirmena, Sipiamena",–,–,–,"KUR.si-pí-a-me-na, 𒆳𒋛𒁉𒀀𒈨𒈾, KUR.si-pir-me-na, 𒆳𒋛𒌓𒈨𒈾","territory, country","Māzamua, Iraq (?), Iran (?)",–,"Bagg RGTC 7 3/2: 516–517, Parpola Toponyms: 311, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Sipiamena)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Sipirmena)</a>"
2024-02-01-(18-35-55),new,1168,Zamru,"Zamru, Zamri",–,–,–,"URU.za-am-ri, 𒌷𒍝𒄠𒊑, URU.za-am-ru, 𒌷𒍝𒄠𒊒","city, country","Māzamua, Iraq",–,"Bagg RGTC 7 3/2: 617, Parpola Toponyms: 381, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Zamru)</a>"
2024-02-01-(18-50-54),new,1169,Arasidku,"Arasidku, Arisidku, Arasitku",–,–,–,"URU.a-ra-si-id-ku, 𒌷𒀀𒊏𒋛𒀉𒆪, URU.a-ri-si-id-ku, 𒌷𒀀𒊑𒋛𒀉𒆪",fortified city,"Māzamua, Zamru, Iraq",–,"Bagg RGTC 7 3/1: 55, Parpola Toponyms: 23 (Arasitku), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Arasidku)</a>"
2024-02-01-(19-01-46),new,1170,Ammaru,Ammaru,–,–,–,"URU.am-ma-ru, 𒌷𒄠𒈠𒊒",fortified city,"Māzamua, Zamru, Iraq",–,"Bagg RGTC 7 3/1: 38, Parpola Toponyms: 16, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ammaru)</a>"
2024-02-01-(19-10-33),new,1171,Iritu,Iritu,–,–,–,"URU.i-ri-tu, 𒌷𒄿𒊑𒌅",fortified city,"Māzamua, Zamru, Iraq",–,"Bagg RGTC 7 3/1: 297, Parpola Toponyms: 175, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Iritu)</a>"
2024-02-01-(19-39-38),new,1172,Parsindu,"Parsindu, Parsindi, Parazan, Pārazān, Bārazān, Paṟezan, Parrazan, بارزان, پارزان",–,35.63117,45.73058,"URU.pa-ar-si-in-di, 𒌷𒉺𒅈𒋛𒅔𒁲, URU.pa-ar-si-in-du, 𒌷𒉺𒅈𒋛𒅔𒁺, URU.pár-sin-di, 𒌷𒁇𒌍𒁲, URU.pár-sin-du, 𒌷𒁇𒌍𒁺",fortified city,"Māzamua, Zamru, Iraq",–,"Bagg RGTC 7 3/2: 451–452, Parpola Toponyms: 274, <a href='https://www.geonames.org/92797/parazan.html' target='_blank'>Geonames: Pārazān</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Parsindu)</a>"
2024-02-01-(19-49-40),new,1173,Suritu,Suritu,–,–,–,"URU.su-ri-tu, 𒌷𒋢𒊑𒌅",fortified city,"Māzamua, Zamru, Iraq",–,"Bagg RGTC 7 3/2: 531, Parpola Toponyms: 319, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Suritu)</a>"
2024-02-05-(20-04-21),new,1174,Parda,Parda,–,–,–,"URU.pa-ar-da, 𒌷𒉺𒅈𒁕","city, capital","Mannāja, Zikirtu, Iran",–,"Bagg RGTC 7 3/2: 449, Parpola Toponyms: 273, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Parda)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Parda)</a>"
2024-02-05-(20-16-43),new,1175,Paššate,"Paššate, Paššatu",–,–,–,"KUR.pa-áš-šá-te, 𒆳𒉺𒀾𒃻𒋼","district, city (?)","Mannāja, Zikirtu (?), Iran",–,"Bagg RGTC 7 3/2: 457, Parpola Toponyms: 275 (Paššatu), <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Paššate</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Paššate)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Paššate)</a>"
2024-02-06-(13-53-50),new,1176,Barunakka,Barunakka,–,–,–,"URU.ba-ru-nak-ka, 𒌷𒁀𒊒𒅘𒅗","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/1: 101, Parpola Toponyms: 70, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Barunakka)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Barunakka)</a>"
2024-02-06-(14-02-50),new,1177,Gimdakrikka,Gimdakrikka,–,–,–,"URU.gim-da-ak-rik-ka, 𒌷𒁶𒁕𒀝𒋆𒅗","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/1: 229, Parpola Toponyms: 132, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Gimdakrikka)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Gimdakrikka)</a>"
2024-02-06-(14-11-15),new,1178,Gurrusupa,Gurrusupa,–,–,–,"URU.gur-ru-su-pa, 𒌷𒄥𒊒𒋢𒉺","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/1: 238, Parpola Toponyms: 137, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Gurrusupa)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Gurrusupa)</a>"
2024-02-06-(14-34-18),new,1179,Ištaʾippa,"Ištaʾippa, Ištaippa, Ištaḫup (?)",–,–,–,"URU.iš-ta-ip-pa, 𒌷𒅖𒋫𒅁𒉺","city, fortified city","Mannāja, Zikirtu, Aukanê, Iran",–,"Bagg RGTC 7 3/1: 302, Parpola Toponyms: 178 (Ištaḫup), Parpola Toponyms: 179 (Ištaippa), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ištaʾippa)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Ištaʾippa)</a>"
2024-02-06-(14-52-02),new,1180,Ištaḫup,"Ištaḫup, Ištahup",–,–,–,"URU.iš-ta-ḫup, 𒌷𒅖𒋫𒄽",city,"Urarṭu (?), Mannāja (?), Iran",–,"Bagg RGTC 7 3/1: 302, Parpola Toponyms: 178, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Ištahup</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Ištahup)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Ištahup)</a>"
2024-02-06-(15-12-47),new,1181,Išteʾuppu,"Išteʾuppu, Išteubbu",–,–,–,"URU.iš-te-up-pu, 𒌷𒅖𒋼𒌒𒁍","city, country","Mādāja, Iran",–,"Bagg RGTC 7 3/1: 303, Parpola Toponyms: 178 (Ištaḫup), Parpola Toponyms: 179 (Išteubbu), <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Išteʾuppu)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Išteʾuppu)</a>"
